Assay Name	Source Name	COSMIC_ID	cell_line_name
5500994173212120213068_H05	J132_EPH05P10_EW-12_bone_949162	949162	EW-12
5500994173212120213068_H06	J132_EPH06P10_RCC-ER_Kidney_1524417	1524417	RCC-ER
5500994173212120213068_H07	J132_EPH07P10_OCI-AML5_Blood_1330983	1330983	OCI-AML5
5500994173212120213068_H08	J132_EPH08P10_MM1S_haematopoietic_and_lymphoid_tissue_1659818	1659818	MM1S
5500994173603120813304_A10	J154_EPA08P11_KARPAS-45_haematopoietic_and_lymphoid_tissue_907272	907272	KARPAS-45
5500994173603120813304_A11	J154_EPA09P11_PA-TU-8902_pancreas_1298526	1298526	PA-TU-8902
5500994173603120813304_A12	J154_EPA10P11_ES6_bone_949157	949157	ES6
5500994173603120813304_B10	J154_EPB08P11_GA-10-Clone-4_haematopoietic_and_lymphoid_tissue_906867	906867	GA-10-Clone-4
5500994173603120813304_B11	J154_EPB09P11_HO-1-u-1_upper_aerodigestive_tract_753561	753561	HO-1-u-1
5500994173603120813304_B12	J154_EPB10P11_M00921_Skin_1723793	1723793	M00921
5500994173603120813304_C10	J154_EPC08P11_SNU-C1_large_intestine_910905	910905	SNU-C1
5500994173603120813304_C11	J154_EPC09P11_NB1_autonomic_ganglia_949179	949179	NB1
5500994173603120813304_C12	J154_EPC10P11_SCC90_upper_aerodigestive_tract_1299052	1299052	SCC90
5500994173603120813304_D10	J154_EPD08P11_KG-1_haematopoietic_and_lymphoid_tissue_907278	907278	KG-1
5500994173603120813304_D11	J154_EPD09P11_K-562_haematopoietic_and_lymphoid_tissue_905940	905940	K-562
5500994173603120813304_D12	J154_EPD10P11_NCI-H292_lung_753604	753604	NCI-H292
5500994173603120813304_E10	J154_EPE08P11_PANC-04-03_pancreas_1298476	1298476	PANC-04-03
5500994173603120813304_E11	J154_EPE09P11_LNCaP-Clone-FGC_prostate_907788	907788	LNCaP-Clone-FGC
5500994173603120813304_E12	J154_EPE10P11_C-4-I_cervix_687506	687506	C-4-I
5500994173603120813304_F10	J154_EPF08P11_ESS-1_endometrium_907000	907000	ESS-1
5500994173603120813304_F11	J154_EPF09P11_TC-71_bone_1240221	1240221	TC-71
5500994173603120813304_F12	J154_EPF10P11_KP-2_pancreas_1298218	1298218	KP-2
5500994173603120813304_G10	J154_EPG08P11_HCC1395_0_749712	749712	HCC1395
5500994173603120813304_G11	J154_EPG09P11_M980513_Skin_1723794	1723794	M980513
5500994173603120813304_G12	J154_EPG10P11_JHU-029_upper_aerodigestive_tract_1298156	1298156	JHU-029
5500994173603120813304_H10	J154_EPH08P11_HSC-2_upper_aerodigestive_tract_753562	753562	HSC-2
5500994173603120813304_H11	J154_EPH09P11_STS-0421_soft_tissue_1299061	1299061	STS-0421
5500994173603120813304_H12	J154_EPH10P11_LB996-RCC_kidney_753585	753585	LB996-RCC
5500994175999120813240_A01	J154_EPA01P11_SNG-M_endometrium_909735	909735	SNG-M
5500994175999120813240_A02	J154_EPA02P11_NB6_autonomic_ganglia_949173	949173	NB6
5500994175999120813240_A03	J154_EPA03P11_Ishikawa_Heraklio_02ER-_Uterus_1240156	1240156	Ishikawa
5500994175999120813240_A04	J154_EPA04P11_JVM-2_haematopoietic_and_lymphoid_tissue_907269	907269	JVM-2
5500994175999120813240_A05	J154_EPA05P11_TK_haematopoietic_and_lymphoid_tissue_1331045	1331045	TK
5500994175999120813240_A06	J154_EPA06P11_DBTRG-05MG_central_nervous_system_906835	906835	DBTRG-05MG
5500994175999120813240_A07	J154_EPA07P11_KP-N-YN_autonomic_ganglia_907314	907314	KP-N-YN
5500994175999120813240_A08	J154_EPA01P12_NCI-H1770_lung_687804	687804	NCI-H1770
5500994175999120813240_A09	J154_EPA02P12_RCC-JF_kidney_1524415	1524415	RCC-JF
5500994175999120813240_A10	J154_EPA03P12_NCI-H446_lung_688023	688023	NCI-H446
5500994175999120813240_A11	J154_EPA04P12_TK10_kidney_905980	905980	TK10
5500994175999120813240_B01	J154_EPB01P11_L-428_haematopoietic_and_lymphoid_tissue_907322	907322	L-428
5500994175999120813240_B02	J154_EPB02P11_Daudi_haematopoietic_and_lymphoid_tissue_906831	906831	Daudi
5500994175999120813240_B03	J154_EPB03P11_CW-2_large_intestine_910554	910554	CW-2
5500994175999120813240_B04	J154_EPB04P11_GDM-1_haematopoietic_and_lymphoid_tissue_906870	906870	GDM-1
5500994175999120813240_B05	J154_EPB05P11_KYSE-220_Esophagus_1240167	1240167	KYSE-220
5500994175999120813240_B06	J154_EPB06P11_MDA-MB-436_breast_1240172	1240172	MDA-MB-436
5500994175999120813240_B07	J154_EPB07P11_MOLM-16_haematopoietic_and_lymphoid_tissue_1330948	1330948	MOLM-16
5500994175999120813240_B08	J154_EPB01P12_OCI-AML3_haematopoietic_and_lymphoid_tissue_1290455	1290455	OCI-AML3
5500994175999120813240_B09	J154_EPB02P12_HCC38_breast_749717	749717	HCC38
5500994175999120813240_B10	J154_EPB03P12_RL95-2_endometrium_930082	930082	RL95-2
5500994175999120813240_B11	J154_EPB04P12_NCI-H2087_lung_724834	724834	NCI-H2087
5500994175999120813240_C01	J154_EPC01P11_D-423MG_central_nervous_system_946372	946372	D-423MG
5500994175999120813240_C02	J154_EPC02P11_8505C_thyroid_924102	924102	8505C
5500994175999120813240_C03	J154_EPC03P11_JM1_haematopoietic_and_lymphoid_tissue_1327768	1327768	JM1
5500994175999120813240_C04	J154_EPC04P11_CML-T1_haematopoietic_and_lymphoid_tissue_910951	910951	CML-T1
5500994175999120813240_C05	J154_EPC05P11_M059J_central_nervous_system_949094	949094	M059J
5500994175999120813240_C06	J154_EPC06P11_CHSA0108_bone_1290768	1290768	CHSA0108
5500994175999120813240_C07	J154_EPC07P11_CL-34_large_intestine_1290771	1290771	CL-34
5500994175999120813240_C08	J154_EPC01P12_CAL-62_thyroid_906828	906828	CAL-62
5500994175999120813240_C09	J154_EPC02P12_SW626_ovary_909753	909753	SW626
5500994175999120813240_C10	J154_EPC03P12_TASK1_other_1299067	1299067	TASK1
5500994175999120813240_C11	J154_EPC04P12_DMS-273_lung_687985	687985	DMS-273
5500994175999120813240_D01	J154_EPD01P11_HCC1599_breast_749713	749713	HCC1599
5500994175999120813240_D02	J154_EPD02P11_Hey_ovary_1479988	1479988	Hey
5500994175999120813240_D03	J154_EPD03P11_MSTO-211H_pleura_908152	908152	MSTO-211H
5500994175999120813240_D04	J154_EPD04P11_RCH-ACV_haematopoietic_and_lymphoid_tissue_1330994	1330994	RCH-ACV
5500994175999120813240_D05	J154_EPD05P11_SU-DHL-16_haematopoietic_and_lymphoid_tissue_1331034	1331034	SU-DHL-16
5500994175999120813240_D06	J154_EPD06P11_GRANTA-519_haematopoietic_and_lymphoid_tissue_1303897	1303897	GRANTA-519
5500994175999120813240_D07	J154_EPD07P11_K2_skin_1298160	1298160	K2
5500994175999120813240_D08	J154_EPD01P12_TE-4_Esophagus_1503371	1503371	TE-4
5500994175999120813240_D09	J154_EPD02P12_TGBC1TKB_biliary_tract_909769	909769	TGBC1TKB
5500994175999120813240_D10	J154_EPD03P12_NOS-1_bone_925345	925345	NOS-1
5500994175999120813240_D11	J154_EPD04P12_SJSA-1_bone_909717	909717	SJSA-1
5500994175999120813240_E01	J154_EPE01P11_MN-60_haematopoietic_and_lymphoid_tissue_908143	908143	MN-60
5500994175999120813240_E02	J154_EPE02P11_KM12_large_intestine_905989	905989	KM12
5500994175999120813240_E03	J154_EPE03P11_NCC010_Kidney_1509073	1509073	NCC010
5500994175999120813240_E04	J154_EPE04P11_22RV1_prostate_924100	924100	22RV1
5500994175999120813240_E05	J154_EPE05P11_KARPAS-1106P_haematopoietic_and_lymphoid_tissue_1327773	1327773	KARPAS-1106P
5500994175999120813240_E06	J154_EPE06P11_LB771-HNC_upper_aerodigestive_tract_753583	753583	LB771-HNC
5500994175999120813240_E07	J154_EPE07P11_CP50-MEL-B_skin_753545	753545	CP50-MEL-B
5500994175999120813240_E08	J154_EPE01P12_DOV13_ovary_1479987	1479987	DOV13
5500994175999120813240_E09	J154_EPE02P12_NCI-H720_lung_687600	687600	NCI-H720
5500994175999120813240_E10	J154_EPE03P12_VMRC-RCZ_kidney_909781	909781	VMRC-RCZ
5500994175999120813240_E11	J154_EPE04P12_NCI-H345_lung_688021	688021	NCI-H345
5500994175999120813240_F01	J154_EPF01P11_LB1047-RCC_kidney_753577	753577	LB1047-RCC
5500994175999120813240_F02	J154_EPF02P11_KU-19-19_urinary_tract_907312	907312	KU-19-19
5500994175999120813240_F03	J154_EPF03P11_ACN_autonomic_ganglia_906803	906803	ACN
5500994175999120813240_F04	J154_EPF04P11_OV-56_ovary_1480362	1480362	OV-56
5500994175999120813240_F05	J154_EPF05P11_OVTOKO_ovary_1298365	1298365	OVTOKO
5500994175999120813240_F06	J154_EPF06P11_FLO-1_Esophagus_1503361	1503361	FLO-1
5500994175999120813240_F07	J154_EPF07P11_KMS-11_pleural effusion_1659817	1659817	KMS-11
5500994175999120813240_F08	J154_EPF01P12_Hs-445_haematopoietic_and_lymphoid_tissue_1322218	1322218	Hs-445
5500994175999120813240_F09	J154_EPF02P12_NCI-H1876_lung_1330972	1330972	NCI-H1876
5500994175999120813240_F10	J154_EPF03P12_U-2-OS_bone_909776	909776	U-2-OS
5500994175999120813240_F11	J154_EPF04P12_NCI-H2122_lung_722046	722046	NCI-H2122
5500994175999120813240_G01	J154_EPG01P11_OCI-LY7_haematopoietic_and_lymphoid_tissue_1659819	1659819	OCI-LY7
5500994175999120813240_G02	J154_EPG02P11_COLO-829_skin_687448	687448	COLO-829
5500994175999120813240_G03	J154_EPG03P11_MFE-296_endometrium_908130	908130	MFE-296
5500994175999120813240_G04	J154_EPG04P11_D-566MG_central_nervous_system_946377	946377	D-566MG
5500994175999120813240_G05	J154_EPG05P11_JHU-028_upper_aerodigestive_tract_1298154	1298154	JHU-028
5500994175999120813240_G06	J154_EPG06P11_K5_thyroid_924238	924238	K5
5500994175999120813240_G07	J154_EPG07P11_LC-1-sq_lung_1298223	1298223	LC-1-sq
5500994175999120813240_G08	J154_EPG01P12_NCI-H226_pleura_905941	905941	NCI-H226
5500994175999120813240_G09	J154_EPG02P12_SU8686_pancreas_1240218	1240218	SU8686
5500994175999120813240_G10	J154_EPG03P12_SW1271_lung_1299062	1299062	SW1271
5500994175999120813240_G11	J154_EPG04P12_KM-H2_haematopoietic_and_lymphoid_tissue_909976	909976	KM-H2
5500994175999120813240_H01	J154_EPH01P11_NCI-H716_large_intestine_908458	908458	NCI-H716
5500994175999120813240_H02	J154_EPH02P11_LB831-BLC_urinary_tract_753584	753584	LB831-BLC
5500994175999120813240_H03	J154_EPH03P11_HC-1_haematopoietic_and_lymphoid_tissue_907044	907044	HC-1
5500994175999120813240_H04	J154_EPH04P11_JURKAT_haematopoietic_and_lymphoid_tissue_998184	998184	JURKAT
5500994175999120813240_H05	J154_EPH05P11_MOG-G-UVW_central_nervous_system_908145	908145	MOG-G-UVW
5500994175999120813240_H06	J154_EPH06P11_MET-2B_Skin_1659787	1659787	MET-2B
5500994175999120813240_H07	J154_EPH07P11_JIMT-1_breast_1298157	1298157	JIMT-1
5500994175999120813240_H08	J154_EPH01P12_PEO1_ovary_1480372	1480372	PEO1
5500994175999120813240_H09	J154_EPH02P12_PL4_pancreas_1298533	1298533	PL4
5500994175999120813240_H10	J154_EPH03P12_TT_thyroid_930299	930299	TT
5500994175999120813240_H11	J154_EPH04P12_SK-MEL-28_skin_905954	905954	SK-MEL-28
